Production Food Name,Ingredians,Quantity
Production Food Name 83,RM Name 111,150.0
Production Food Name 83,RM Name 2,85.0
Production Food Name 83,RM Name 32,250.0
Production Food Name 83,RM Name 5,50.0
Production Food Name 83,RM Name 7,500.0
Production Food Name 84,RM Name 25,400.0
Production Food Name 84,RM Name 12,700.0
Production Food Name 84,RM Name 8,1300.0
Production Food Name 84,RM Name 5,400.0
Production Food Name 84,RM Name 9,400.0
Production Food Name 84,RM Name 74,2000.0
Production Food Name 84,RM Name 19,400.0
Production Food Name 84,RM Name 113,200.0
Production Food Name 84,RM Name 7,4000.0
Production Food Name 85,RM Name 12,4200.0
Production Food Name 85,RM Name 25,135.0
Production Food Name 85,RM Name 8,900.0
Production Food Name 85,RM Name 5,150.0
Production Food Name 85,RM Name 114,575.0
Production Food Name 85,RM Name 2,45.0
Production Food Name 85,RM Name 32,200.0
Production Food Name 85,RM Name 7,350.0
Production Food Name 86,RM Name 9,500.0
Production Food Name 86,RM Name 25,300.0
Production Food Name 86,RM Name 19,500.0
Production Food Name 86,RM Name 112,3000.0
Production Food Name 86,RM Name 111,200.0
Production Food Name 86,RM Name 8,300.0
Production Food Name 86,RM Name 87,180.0
Production Food Name 86,RM Name 2,50.0
Production Food Name 86,RM Name 5,20.0
Production Food Name 86,RM Name 32,120.0
Production Food Name 86,RM Name 7,500.0
Production Food Name 87,RM Name 25,430.0
Production Food Name 87,RM Name 9,1425.0
Production Food Name 87,RM Name 19,710.0
Production Food Name 87,RM Name 112,5700.0
Production Food Name 87,RM Name 111,735.0
Production Food Name 87,RM Name 8,710.0
Production Food Name 87,RM Name 2,140.0
Production Food Name 87,RM Name 5,20.0
Production Food Name 87,RM Name 32,100.0
Production Food Name 87,RM Name 105,400.0
Production Food Name 87,RM Name 7,700.0
Production Food Name 88,RM Name 9,10000.0
Production Food Name 88,RM Name 26,350.0
Production Food Name 88,RM Name 41,3500.0
Production Food Name 88,RM Name 66,1250.0
Production Food Name 88,RM Name 115,1000.0
Production Food Name 88,RM Name 75,500.0
Production Food Name 88,RM Name 64,100.0
Production Food Name 88,RM Name 50,80.0
Production Food Name 88,RM Name 49,150.0
Production Food Name 88,RM Name 16,250.0
Production Food Name 88,RM Name 29,1000.0
Production Food Name 88,RM Name 2,300.0
Production Food Name 88,RM Name 5,150.0
Production Food Name 88,RM Name 116,11.0
Production Food Name 88,RM Name 106,12.0
Production Food Name 88,RM Name 117,5.0
Production Food Name 88,RM Name 98,13.0
Production Food Name 88,RM Name 83,15.0
Production Food Name 88,RM Name 104,13.0
Production Food Name 88,RM Name 118,12.0
Production Food Name 88,RM Name 119,12.0
Production Food Name 88,RM Name 8,150.0
Production Food Name 88,RM Name 44,1000.0
Production Food Name 88,RM Name 27,3.0
Production Food Name 88,RM Name 7,1850.0
Production Food Name 89,RM Name 41,4000.0
Production Food Name 89,RM Name 9,5000.0
Production Food Name 89,RM Name 53,50.0
Production Food Name 89,RM Name 57,300.0
Production Food Name 89,RM Name 62,15.0
Production Food Name 89,RM Name 98,67.0
Production Food Name 89,RM Name 83,67.0
Production Food Name 89,RM Name 16,100.0
Production Food Name 89,RM Name 64,75.0
Production Food Name 89,RM Name 5,50.0
Production Food Name 89,RM Name 116,5.0
Production Food Name 89,RM Name 104,10.0
Production Food Name 89,RM Name 52,25.0
Production Food Name 89,RM Name 7,1000.0
Production Food Name 90,RM Name 120,50.0
Production Food Name 91,RM Name 72,3000.0
Production Food Name 91,RM Name 8,750.0
Production Food Name 91,RM Name 12,1750.0
Production Food Name 91,RM Name 2,102.0
Production Food Name 91,RM Name 5,75.0
Production Food Name 91,RM Name 111,600.0
Production Food Name 91,RM Name 74,1500.0
Production Food Name 91,RM Name 19,600.0
Production Food Name 91,RM Name 25,500.0
Production Food Name 91,RM Name 9,1300.0
Production Food Name 91,RM Name 113,900.0
Production Food Name 91,RM Name 7,2400.0
Production Food Name 92,RM Name 19,1110.0
Production Food Name 92,RM Name 8,185.0
Production Food Name 92,RM Name 2,125.0
Production Food Name 92,RM Name 111,925.0
Production Food Name 92,RM Name 9,1295.0
Production Food Name 92,RM Name 25,370.0
Production Food Name 92,RM Name 112,3700.0
Production Food Name 92,RM Name 12,3700.0
Production Food Name 92,RM Name 5,110.0
Production Food Name 92,RM Name 7,925.0
Production Food Name 93,RM Name 25,2100.0
Production Food Name 93,RM Name 19,3000.0
Production Food Name 93,RM Name 7,3000.0
Production Food Name 94,RM Name 9,6000.0
Production Food Name 94,RM Name 7,750.0
Production Food Name 95,RM Name 26,1300.0
Production Food Name 95,RM Name 58,1850.0
Production Food Name 96,RM Name 81,1000.0
Production Food Name 96,RM Name 106,2.0
Production Food Name 96,RM Name 116,1.0
Production Food Name 96,RM Name 119,1.0
Production Food Name 96,RM Name 5,15.0
Production Food Name 52,RM Name 55,70.0
Production Food Name 52,RM Name 6,1111.0
Production Food Name 52,RM Name 11,10.0
Production Food Name 52,RM Name 51,5.0
Production Food Name 52,RM Name 7,25.0
Production Food Name 97,RM Name 10,3780.0
Production Food Name 97,RM Name 12,2100.0
Production Food Name 97,RM Name 121,90.0
Production Food Name 97,RM Name 114,90.0
Production Food Name 98,RM Name 41,900.0
Production Food Name 98,RM Name 5,5.0
Production Food Name 98,RM Name 17,5.0
Production Food Name 98,RM Name 9,10.0
Production Food Name 98,RM Name 31,15.0
Production Food Name 98,RM Name 19,10.0
Production Food Name 98,RM Name 8,5.0
Production Food Name 98,RM Name 7,10.0
Production Food Name 66,RM Name 27,0.05
Production Food Name 58,RM Name 88,80.0
Production Food Name 61,RM Name 88,100.0
Production Food Name 9,RM Name 4,4.0
Production Food Name 9,RM Name 31,4.0
Production Food Name 9,RM Name 3,4.0
Production Food Name 9,RM Name 5,11.5
Production Food Name 9,RM Name 11,50.0
Production Food Name 99,RM Name 12,5500.0
Production Food Name 99,RM Name 122,2000.0
Production Food Name 99,RM Name 114,200.0
Production Food Name 99,RM Name 76,120.0
Production Food Name 99,RM Name 8,600.0
Production Food Name 99,RM Name 19,300.0
Production Food Name 99,RM Name 111,450.0
Production Food Name 99,RM Name 16,40.0
Production Food Name 100,RM Name 114,3500.0
Production Food Name 100,RM Name 8,600.0
Production Food Name 100,RM Name 5,150.0
Production Food Name 100,RM Name 64,40.0
Production Food Name 100,RM Name 19,120.0
Production Food Name 100,RM Name 105,40.0
Production Food Name 100,RM Name 74,15.0
Production Food Name 42,RM Name 9,2500.0
Production Food Name 42,RM Name 83,50.0
Production Food Name 42,RM Name 5,100.0
Production Food Name 42,RM Name 59,50.0
Production Food Name 77,RM Name 7,1000.0
Production Food Name 77,RM Name 116,30.0
Production Food Name 77,RM Name 5,600.0
Production Food Name 101,RM Name 116,0.07
Production Food Name 101,RM Name 62,0.35
Production Food Name 101,RM Name 2,2.0
Production Food Name 101,RM Name 104,0.21
Production Food Name 101,RM Name 44,20.0
Production Food Name 101,RM Name 83,0.14
Production Food Name 101,RM Name 63,0.15
Production Food Name 101,RM Name 98,0.07
Production Food Name 101,RM Name 66,8.0
Production Food Name 101,RM Name 105,0.14
Production Food Name 101,RM Name 119,0.14
Production Food Name 101,RM Name 106,0.14
Production Food Name 101,RM Name 117,0.14
Production Food Name 101,RM Name 50,0.29
Production Food Name 101,RM Name 7,2.0
Production Food Name 101,RM Name 53,1.0
Production Food Name 101,RM Name 5,1.07
Production Food Name 101,RM Name 82,5.0
Production Food Name 101,RM Name 118,0.07
Production Food Name 102,RM Name 41,8000.0
Production Food Name 102,RM Name 62,80.0
Production Food Name 102,RM Name 2,1000.0
Production Food Name 102,RM Name 27,80.0
Production Food Name 102,RM Name 7,2850.0
Production Food Name 102,RM Name 53,400.0
Production Food Name 102,RM Name 49,800.0
Production Food Name 102,RM Name 16,2000.0
Production Food Name 102,RM Name 5,1000.0
Production Food Name 102,RM Name 9,18000.0
Production Food Name 102,RM Name 82,2000.0
Production Food Name 102,RM Name 64,240.0
Production Food Name 103,RM Name 116,400.0
Production Food Name 103,RM Name 17,500.0
Production Food Name 103,RM Name 104,1000.0
Production Food Name 103,RM Name 98,500.0
Production Food Name 103,RM Name 119,500.0
Production Food Name 103,RM Name 106,500.0
Production Food Name 103,RM Name 117,500.0
Production Food Name 103,RM Name 118,1000.0
Production Food Name 104,RM Name 23,60.0
Production Food Name 104,RM Name 123,1354.0
